time,G_Gh,G_Dh,G_Gk,G_Bn,Tamb,HR, hs, Az,precip, Td
2005-06-30 08:00:00+00:00,404,107,293,620,21.6,50,28.7,-98.3,0.0,10.6
2005-06-30 09:00:00+00:00,596,140,511,701,22.9,45,40.6,-90.1,0.0,10.4
2005-06-30 10:00:00+00:00,761,160,704,758,24.3,43,52.5,-79.6,0.0,10.9
2005-06-30 11:00:00+00:00,885,183,850,781,25.5,43,64.0,-65.0,0.0,12.0
2005-06-30 12:00:00+00:00,951,208,930,776,26.6,38,73.4,-36.3,0.0,11.0
2005-06-30 13:00:00+00:00,973,196,954,802,27.5,34,75.6,16.2,0.0,10.3
2005-06-30 14:00:00+00:00,939,160,911,838,28.1,32,68.3,55.3,0.0,9.9
2005-06-30 15:00:00+00:00,844,131,789,846,28.4,31,57.5,74.3,0.0,9.7
2005-06-30 16:00:00+00:00,702,103,619,837,28.5,31,45.7,86.1,0.0,9.5
2005-06-30 17:00:00+00:00,520,110,407,738,28.2,30,33.7,95.1,0.0,9.0
2005-06-30 18:00:00+00:00,318,99,189,586,27.6,33,21.9,103.1,0.0,9.7
2005-06-30 19:00:00+00:00,127,63,48,352,26.6,35,10.5,111.1,0.0,9.8
2005-06-30 20:00:00+00:00,4,4,3,0,25.6,39,0.0,119.5,0.0,10.7
2005-06-30 21:00:00+00:00,0,0,0,0,24.6,48,0.0,129.3,0.0,13.0
2005-06-30 22:00:00+00:00,0,0,0,0,23.7,54,0.0,140.5,0.0,14.0
2005-06-30 23:00:00+00:00,0,0,0,0,22.7,58,0.0,153.6,0.0,14.0
2005-07-01 00:00:00+00:00,0,0,0,0,22.2,59,0.0,-168.4,0.0,13.9
2005-07-01 01:00:00+00:00,0,0,0,0,21.6,67,0.0,-175.3,0.0,15.3
2005-07-01 02:00:00+00:00,0,0,0,0,21.2,70,0.0,-160.0,0.0,15.7
2005-07-01 03:00:00+00:00,0,0,0,0,20.9,66,0.0,-146.1,0.0,14.5
2005-07-01 04:00:00+00:00,0,0,0,0,20.7,66,0.0,-134.1,0.0,14.0
2005-07-01 05:00:00+00:00,0,0,0,0,20.6,63,0.0,-123.5,0.0,13.4
2005-07-01 06:00:00+00:00,60,36,28,238,21.1,58,5.8,-114.5,0.0,12.7
2005-07-01 07:00:00+00:00,216,70,93,500,22.2,49,17.0,-106.3,0.0,11.0
2005-07-01 08:00:00+00:00,414,92,296,672,23.5,48,28.6,-98.3,0.0,12.0
2005-07-01 09:00:00+00:00,601,121,514,738,25.0,42,40.6,-90.1,0.0,11.3
2005-07-01 10:00:00+00:00,764,153,706,770,26.4,37,52.5,-79.5,0.0,10.6
2005-07-01 11:00:00+00:00,886,179,852,787,27.7,33,63.9,-64.6,0.0,10.1
2005-07-01 12:00:00+00:00,959,192,939,801,28.8,31,73.3,-36.3,0.0,9.9
2005-07-01 13:00:00+00:00,968,204,950,789,29.7,28,75.6,16.0,0.0,9.3
2005-07-01 14:00:00+00:00,925,184,898,797,30.4,28,68.3,55.2,0.0,9.8
2005-07-01 15:00:00+00:00,826,158,779,793,30.7,27,57.5,74.2,0.0,9.8
2005-07-01 16:00:00+00:00,682,124,606,780,30.8,27,45.7,86.0,0.0,9.7
2005-07-01 17:00:00+00:00,499,103,392,714,30.5,27,33.7,95.0,0.0,9.6
2005-07-01 18:00:00+00:00,302,79,175,595,29.8,32,21.9,103.1,0.0,11.2
2005-07-01 19:00:00+00:00,121,55,42,363,28.9,35,10.5,111.1,0.0,11.9
2005-07-01 20:00:00+00:00,3,3,2,0,27.8,40,0.0,119.5,0.0,12.9
2005-07-01 21:00:00+00:00,0,0,0,0,26.8,47,0.0,129.3,0.0,14.5
2005-07-01 22:00:00+00:00,0,0,0,0,25.8,48,0.0,140.4,0.0,13.9
2005-07-01 23:00:00+00:00,0,0,0,0,24.8,52,0.0,153.5,0.0,14.3
2005-07-02 00:00:00+00:00,0,0,0,0,24.1,57,0.0,-168.4,0.0,15.0
2005-07-02 01:00:00+00:00,0,0,0,0,23.3,56,0.0,-175.3,0.0,14.1
2005-07-02 02:00:00+00:00,0,0,0,0,22.9,55,0.0,-160.0,0.0,13.2
2005-07-02 03:00:00+00:00,0,0,0,0,22.4,56,0.0,-146.1,0.0,13.4
2005-07-02 04:00:00+00:00,0,0,0,0,22.1,57,0.0,-134.1,0.0,13.1
2005-07-02 05:00:00+00:00,0,0,0,0,22.1,59,0.0,-123.5,0.0,13.7
2005-07-02 06:00:00+00:00,60,34,27,263,22.5,61,5.7,-114.4,0.0,14.7
2005-07-02 07:00:00+00:00,219,72,95,507,23.5,57,16.9,-106.3,0.0,14.6
2005-07-02 08:00:00+00:00,417,87,297,691,24.9,53,28.6,-98.3,0.0,14.6
2005-07-02 09:00:00+00:00,607,110,518,766,26.3,47,40.5,-90.0,0.0,14.1
2005-07-02 10:00:00+00:00,773,136,714,803,27.7,45,52.4,-79.5,0.0,14.7
2005-07-02 11:00:00+00:00,895,162,861,816,29.0,43,63.8,-64.6,0.0,15.0
2005-07-02 12:00:00+00:00,969,173,949,831,30.1,41,73.2,-36.3,0.0,15.4
2005-07-02 13:00:00+00:00,986,171,969,842,30.9,37,75.5,15.5,0.0,14.7
2005-07-02 14:00:00+00:00,946,149,910,858,31.6,35,68.3,55.1,0.0,14.4
2005-07-02 15:00:00+00:00,847,126,793,855,31.9,33,57.5,74.2,0.0,13.8
2005-07-02 16:00:00+00:00,702,97,620,845,32.0,32,45.7,85.6,0.0,13.3
2005-07-02 17:00:00+00:00,520,86,407,783,31.7,33,33.7,94.6,0.0,13.4
2005-07-02 18:00:00+00:00,318,82,184,633,31.0,32,21.9,103.0,0.0,12.5
2005-07-02 19:00:00+00:00,131,59,45,396,30.1,33,10.5,111.1,0.0,12.2
2005-07-02 20:00:00+00:00,3,3,3,0,29.0,38,0.0,119.4,0.0,13.3
2005-07-02 21:00:00+00:00,0,0,0,0,28.0,46,0.0,129.2,0.0,15.4
2005-07-02 22:00:00+00:00,0,0,0,0,27.0,51,0.0,140.4,0.0,16.0
2005-07-02 23:00:00+00:00,0,0,0,0,25.9,56,0.0,153.5,0.0,16.4
2005-07-03 00:00:00+00:00,0,0,0,0,25.3,59,0.0,-168.4,0.0,16.7
2005-07-03 01:00:00+00:00,0,0,0,0,24.5,61,0.0,-175.3,0.0,16.7
2005-07-03 02:00:00+00:00,0,0,0,0,24.2,60,0.0,-160.1,0.0,16.0
2005-07-03 03:00:00+00:00,0,0,0,0,23.8,64,0.0,-146.1,0.0,16.6
2005-07-03 04:00:00+00:00,0,0,0,0,23.5,61,0.0,-134.0,0.0,15.6
2005-07-03 05:00:00+00:00,0,0,0,0,23.5,68,0.0,-123.4,0.0,17.2
2005-07-03 06:00:00+00:00,54,32,25,230,23.9,62,5.6,-114.4,0.0,16.2
2005-07-03 07:00:00+00:00,189,88,95,348,24.7,57,16.8,-106.3,0.0,15.5
2005-07-03 08:00:00+00:00,326,183,253,299,25.7,52,28.5,-98.3,0.0,15.3
2005-07-03 09:00:00+00:00,536,208,466,507,27.0,44,40.4,-89.6,0.0,13.8
2005-07-03 10:00:00+00:00,678,261,632,527,28.2,40,52.3,-79.5,0.0,13.5
2005-07-03 11:00:00+00:00,738,355,714,427,29.2,36,63.7,-64.5,0.0,12.8
2005-07-03 12:00:00+00:00,781,371,770,428,30.0,32,73.1,-36.3,0.0,11.7
2005-07-03 13:00:00+00:00,831,352,822,494,30.8,32,75.5,15.3,0.0,12.2
2005-07-03 14:00:00+00:00,810,299,793,550,31.3,28,68.3,54.6,0.0,10.9
2005-07-03 15:00:00+00:00,721,276,685,528,31.6,29,57.5,74.1,0.0,11.7
2005-07-03 16:00:00+00:00,611,228,550,535,31.7,31,45.7,85.5,0.0,12.4
2005-07-03 17:00:00+00:00,404,214,333,343,31.4,31,33.7,94.5,0.0,12.1
2005-07-03 18:00:00+00:00,230,167,168,169,30.8,29,21.9,102.6,0.0,11.0
2005-07-03 19:00:00+00:00,83,70,55,71,30.0,31,10.5,111.0,0.0,11.0
2005-07-03 20:00:00+00:00,2,2,2,0,29.1,30,0.0,119.4,0.0,9.9
2005-07-03 21:00:00+00:00,0,0,0,0,27.7,35,0.0,129.2,0.0,10.8
2005-07-03 22:00:00+00:00,0,0,0,0,26.3,38,0.0,140.4,0.0,11.0
2005-07-03 23:00:00+00:00,0,0,0,0,25.0,40,0.0,153.4,0.0,10.6
2005-07-04 00:00:00+00:00,0,0,0,0,23.8,44,0.0,-168.3,0.0,10.8
2005-07-04 01:00:00+00:00,0,0,0,0,22.5,47,0.0,-175.4,0.0,10.7
2005-07-04 02:00:00+00:00,0,0,0,0,21.9,49,0.0,-160.1,0.0,10.7
2005-07-04 03:00:00+00:00,0,0,0,0,21.2,48,0.0,-146.1,0.0,9.9
2005-07-04 04:00:00+00:00,0,0,0,0,20.7,50,0.0,-134.0,0.0,10.0
2005-07-04 05:00:00+00:00,0,0,0,0,20.6,47,0.0,-123.4,0.0,8.9
2005-07-04 06:00:00+00:00,57,31,25,264,21.0,45,5.5,-114.4,0.0,8.6
2005-07-04 07:00:00+00:00,212,67,90,503,21.9,43,16.7,-106.2,0.0,8.6
2005-07-04 08:00:00+00:00,402,103,291,628,23.0,42,28.4,-98.2,0.0,9.3
2005-07-04 09:00:00+00:00,592,138,509,702,24.2,38,40.3,-89.6,0.0,9.0
2005-07-04 10:00:00+00:00,734,200,684,675,25.4,36,52.2,-79.4,0.0,9.1
2005-07-04 11:00:00+00:00,858,231,832,699,26.5,35,63.6,-64.5,0.0,9.9
2005-07-04 12:00:00+00:00,937,233,926,736,27.4,32,73.0,-36.3,0.0,9.5
2005-07-04 13:00:00+00:00,953,233,945,744,28.2,30,75.4,15.2,0.0,8.8
2005-07-04 14:00:00+00:00,910,213,892,750,28.7,29,68.3,54.4,0.0,8.8
2005-07-04 15:00:00+00:00,811,185,772,744,29.0,29,57.5,73.6,0.0,9.0
2005-07-04 16:00:00+00:00,670,142,600,739,29.0,29,45.7,85.4,0.0,9.1
2005-07-04 17:00:00+00:00,491,113,390,680,28.7,30,33.7,94.4,0.0,9.4
2005-07-04 18:00:00+00:00,293,85,175,557,28.0,31,21.9,102.5,0.0,9.4
2005-07-04 19:00:00+00:00,119,54,41,356,27.1,35,10.5,110.5,0.0,10.4
2005-07-04 20:00:00+00:00,3,3,3,0,26.1,39,0.0,119.3,0.0,11.1
2005-07-04 21:00:00+00:00,0,0,0,0,25.0,42,0.0,129.1,0.0,11.2
2005-07-04 22:00:00+00:00,0,0,0,0,23.8,44,0.0,140.3,0.0,10.9
2005-07-04 23:00:00+00:00,0,0,0,0,22.6,51,0.0,153.4,0.0,12.0
2005-07-05 00:00:00+00:00,0,0,0,0,22.0,49,0.0,-168.3,0.0,10.9
2005-07-05 01:00:00+00:00,0,0,0,0,21.3,53,0.0,-175.4,0.0,11.2
2005-07-05 02:00:00+00:00,0,0,0,0,20.9,53,0.0,-160.1,0.0,10.9
2005-07-05 03:00:00+00:00,0,0,0,0,20.5,55,0.0,-146.1,0.0,11.2
2005-07-05 04:00:00+00:00,0,0,0,0,20.3,58,0.0,-134.0,0.0,11.8
2005-07-05 05:00:00+00:00,0,0,0,0,20.3,65,0.0,-123.4,0.0,13.6
2005-07-05 06:00:00+00:00,54,31,25,245,20.6,64,5.5,-114.4,0.0,13.5
2005-07-05 07:00:00+00:00,203,74,91,450,21.6,61,16.7,-106.2,0.0,13.8
2005-07-05 08:00:00+00:00,387,114,284,575,22.9,55,28.3,-98.2,0.0,13.4
2005-07-05 09:00:00+00:00,571,164,494,629,24.2,48,40.3,-89.5,0.0,12.5
2005-07-05 10:00:00+00:00,733,199,684,675,25.6,45,52.2,-79.4,0.0,12.7
2005-07-05 11:00:00+00:00,854,237,829,689,26.8,39,63.6,-64.4,0.0,11.9
2005-07-05 12:00:00+00:00,926,255,916,702,27.9,35,72.9,-36.2,0.0,11.1
2005-07-05 13:00:00+00:00,944,252,937,716,28.8,32,75.3,15.1,0.0,10.4
2005-07-05 14:00:00+00:00,909,214,891,748,29.4,31,68.2,54.3,0.0,10.7
2005-07-05 15:00:00+00:00,819,171,776,768,29.8,28,57.4,73.5,0.0,9.4
2005-07-05 16:00:00+00:00,675,134,604,757,29.9,25,45.7,85.3,0.0,8.0
2005-07-05 17:00:00+00:00,502,93,397,737,29.6,26,33.7,94.4,0.0,8.1
2005-07-05 18:00:00+00:00,311,68,177,649,29.0,30,21.9,102.4,0.0,9.6
2005-07-05 19:00:00+00:00,129,54,43,412,28.1,34,10.5,110.5,0.0,10.7
2005-07-05 20:00:00+00:00,3,3,3,0,27.1,37,0.0,119.3,0.0,11.2
2005-07-05 21:00:00+00:00,0,0,0,0,25.8,40,0.0,129.1,0.0,11.1
2005-07-05 22:00:00+00:00,0,0,0,0,24.5,43,0.0,140.3,0.0,11.3
2005-07-05 23:00:00+00:00,0,0,0,0,23.2,47,0.0,153.3,0.0,11.2
2005-07-06 00:00:00+00:00,0,0,0,0,22.1,50,0.0,-168.3,0.0,11.3
2005-07-06 01:00:00+00:00,0,0,0,0,21.0,56,0.0,-175.4,0.0,12.0
2005-07-06 02:00:00+00:00,0,0,0,0,20.4,58,0.0,-160.1,0.0,11.9
2005-07-06 03:00:00+00:00,0,0,0,0,19.9,60,0.0,-146.1,0.0,12.0
2005-07-06 04:00:00+00:00,0,0,0,0,19.4,60,0.0,-134.0,0.0,11.5
2005-07-06 05:00:00+00:00,0,0,0,0,19.4,54,0.0,-123.4,0.0,9.9
2005-07-06 06:00:00+00:00,62,31,26,324,19.7,55,5.4,-114.3,0.0,10.6
2005-07-06 07:00:00+00:00,230,57,88,608,20.6,56,16.6,-106.2,0.0,11.6
2005-07-06 08:00:00+00:00,428,65,301,768,21.9,53,28.3,-98.2,0.0,11.9
2005-07-06 09:00:00+00:00,620,86,527,828,23.2,45,40.2,-89.5,0.0,10.6
2005-07-06 10:00:00+00:00,780,119,719,838,24.5,41,52.1,-79.3,0.0,10.5
2005-07-06 11:00:00+00:00,902,145,863,846,25.7,36,63.5,-64.3,0.0,9.7
2005-07-06 12:00:00+00:00,973,162,957,849,26.7,33,72.8,-36.2,0.0,8.9
2005-07-06 13:00:00+00:00,984,171,970,840,27.5,29,75.2,14.5,0.0,7.9
2005-07-06 14:00:00+00:00,943,151,911,853,28.0,27,68.2,54.1,0.0,7.4
2005-07-06 15:00:00+00:00,851,121,800,866,28.3,27,57.4,73.3,0.0,7.4
2005-07-06 16:00:00+00:00,710,88,629,868,28.4,25,45.7,85.2,0.0,6.7
2005-07-06 17:00:00+00:00,530,63,414,842,28.1,25,33.7,94.3,0.0,6.0
2005-07-06 18:00:00+00:00,329,50,185,749,27.4,25,21.9,102.4,0.0,5.5
2005-07-06 19:00:00+00:00,136,38,32,537,26.5,27,10.4,110.4,0.0,5.8
2005-07-06 20:00:00+00:00,3,3,2,0,25.4,29,0.0,119.2,0.0,6.3
2005-07-06 21:00:00+00:00,0,0,0,0,24.3,35,0.0,129.0,0.0,7.7
2005-07-06 22:00:00+00:00,0,0,0,0,23.2,39,0.0,140.2,0.0,8.6
2005-07-06 23:00:00+00:00,0,0,0,0,22.1,42,0.0,153.3,0.0,8.5
2005-07-07 00:00:00+00:00,0,0,0,0,21.6,45,0.0,-168.2,0.0,9.0
2005-07-07 01:00:00+00:00,0,0,0,0,21.0,43,0.0,-175.4,0.0,8.1
2005-07-07 02:00:00+00:00,0,0,0,0,20.5,42,0.0,-160.1,0.0,7.1
2005-07-07 03:00:00+00:00,0,0,0,0,20.2,42,0.0,-146.1,0.0,6.8
2005-07-07 04:00:00+00:00,0,0,0,0,19.9,44,0.0,-133.6,0.0,7.5
2005-07-07 05:00:00+00:00,0,0,0,0,19.7,45,0.0,-123.4,0.0,7.5
2005-07-07 06:00:00+00:00,25,25,22,0,20.0,45,5.3,-114.3,0.0,7.9
2005-07-07 07:00:00+00:00,239,96,110,504,21.6,40,16.5,-106.1,0.0,7.6
2005-07-07 08:00:00+00:00,440,53,309,821,23.3,38,28.2,-98.1,0.0,8.1
2005-07-07 09:00:00+00:00,625,79,531,848,24.8,32,40.1,-89.4,0.0,6.9
2005-07-07 10:00:00+00:00,784,134,728,825,26.2,30,52.0,-79.3,0.0,7.2
2005-07-07 11:00:00+00:00,942,143,902,894,27.6,27,63.4,-64.3,0.0,6.9
2005-07-07 12:00:00+00:00,1039,107,1013,976,28.8,23,72.7,-36.2,0.0,5.8
2005-07-07 13:00:00+00:00,1055,110,1032,978,29.7,23,75.1,14.4,0.0,6.2
2005-07-07 14:00:00+00:00,1054,116,1020,1011,30.4,22,68.2,53.6,0.0,6.3
2005-07-07 15:00:00+00:00,944,108,888,993,30.7,23,57.4,73.2,0.0,7.3
2005-07-07 16:00:00+00:00,787,92,698,972,30.8,23,45.6,85.2,0.0,7.5
2005-07-07 17:00:00+00:00,586,71,458,928,30.4,24,33.7,94.2,0.0,7.8
2005-07-07 18:00:00+00:00,363,55,205,826,29.6,26,21.9,102.3,0.0,8.2
2005-07-07 19:00:00+00:00,149,37,32,620,28.5,29,10.4,110.4,0.0,8.6
2005-07-07 20:00:00+00:00,6,6,6,0,27.3,31,0.0,119.1,0.0,8.6
2005-07-07 21:00:00+00:00,0,0,0,0,26.5,34,0.0,128.6,0.0,9.4
2005-07-07 22:00:00+00:00,0,0,0,0,25.7,36,0.0,140.1,0.0,9.3
2005-07-07 23:00:00+00:00,0,0,0,0,24.8,37,0.0,153.2,0.0,9.1
2005-07-08 00:00:00+00:00,0,0,0,0,24.3,36,0.0,-168.2,0.0,8.5
2005-07-08 01:00:00+00:00,0,0,0,0,23.7,37,0.0,-175.4,0.0,8.4
2005-07-08 02:00:00+00:00,0,0,0,0,23.1,39,0.0,-160.1,0.0,8.6
2005-07-08 03:00:00+00:00,0,0,0,0,22.8,40,0.0,-146.1,0.0,8.5
2005-07-08 04:00:00+00:00,0,0,0,0,22.5,42,0.0,-133.6,0.0,8.8
2005-07-08 05:00:00+00:00,0,0,0,0,22.2,46,0.0,-123.3,0.0,10.0
2005-07-08 06:00:00+00:00,24,24,21,0,22.6,47,5.2,-114.3,0.0,10.6
2005-07-08 07:00:00+00:00,214,103,108,393,24.0,43,16.4,-106.1,0.0,10.7
2005-07-08 08:00:00+00:00,399,95,288,645,25.5,41,28.1,-98.1,0.0,11.4
2005-07-08 09:00:00+00:00,578,140,499,681,26.9,36,40.0,-89.4,0.0,10.4
2005-07-08 10:00:00+00:00,732,194,686,684,28.2,32,51.9,-79.2,0.0,10.1
2005-07-08 11:00:00+00:00,840,258,818,651,29.4,31,63.3,-64.2,0.0,10.4
2005-07-08 12:00:00+00:00,904,297,895,637,30.3,30,72.6,-36.1,0.0,10.9
2005-07-08 13:00:00+00:00,931,277,926,677,31.1,30,75.1,14.2,0.0,11.6
2005-07-08 14:00:00+00:00,892,247,878,695,31.6,29,68.1,53.4,0.0,11.7
2005-07-08 15:00:00+00:00,807,190,772,733,31.9,28,57.4,73.1,0.0,11.0
2005-07-08 16:00:00+00:00,672,137,605,749,31.9,28,45.6,85.1,0.0,10.8
2005-07-08 17:00:00+00:00,505,88,401,751,31.5,30,33.7,94.1,0.0,11.7
2005-07-08 18:00:00+00:00,317,59,182,694,30.8,32,21.8,102.2,0.0,12.1
2005-07-08 19:00:00+00:00,131,40,31,502,29.8,34,10.4,110.3,0.0,12.2
2005-07-08 20:00:00+00:00,3,3,2,0,28.7,35,0.0,119.1,0.0,11.7
2005-07-08 21:00:00+00:00,0,0,0,0,28.0,40,0.0,128.5,0.0,13.0
2005-07-08 22:00:00+00:00,0,0,0,0,27.3,43,0.0,140.1,0.0,13.7
2005-07-08 23:00:00+00:00,0,0,0,0,26.6,43,0.0,153.2,0.0,13.1
2005-07-09 00:00:00+00:00,0,0,0,0,26.1,41,0.0,-168.1,0.0,11.9
2005-07-09 01:00:00+00:00,0,0,0,0,25.7,45,0.0,-175.5,0.0,12.9
2005-07-09 02:00:00+00:00,0,0,0,0,25.2,48,0.0,-160.1,0.0,13.4
2005-07-09 03:00:00+00:00,0,0,0,0,25.0,53,0.0,-146.0,0.0,14.7
2005-07-09 04:00:00+00:00,0,0,0,0,24.7,53,0.0,-133.5,0.0,14.6
2005-07-09 05:00:00+00:00,0,0,0,0,24.5,57,0.0,-123.3,0.0,15.4
2005-07-09 06:00:00+00:00,23,23,20,0,24.9,54,5.1,-114.2,0.0,14.9
2005-07-09 07:00:00+00:00,215,102,107,402,26.4,49,16.3,-106.1,0.0,15.0
2005-07-09 08:00:00+00:00,412,81,296,706,28.0,46,28.0,-98.0,0.0,15.4
2005-07-09 09:00:00+00:00,603,102,517,781,29.5,38,39.9,-89.3,0.0,13.8
2005-07-09 10:00:00+00:00,765,136,712,800,31.0,34,51.8,-79.1,0.0,13.4
2005-07-09 11:00:00+00:00,881,175,854,790,32.2,32,63.2,-64.1,0.0,13.7
2005-07-09 12:00:00+00:00,953,193,940,797,33.3,29,72.5,-36.1,0.0,12.8
2005-07-09 13:00:00+00:00,977,179,967,826,34.1,25,74.9,14.1,0.0,11.4
2005-07-09 14:00:00+00:00,940,154,911,848,34.7,25,68.1,53.2,0.0,11.6
2005-07-09 15:00:00+00:00,844,129,797,849,35.0,24,57.3,72.6,0.0,11.7
2005-07-09 16:00:00+00:00,699,99,624,840,35.0,24,45.6,84.6,0.0,11.5
2005-07-09 17:00:00+00:00,516,74,409,797,34.6,25,33.6,94.1,0.0,11.6
2005-07-09 18:00:00+00:00,314,62,182,679,33.9,27,21.8,102.2,0.0,12.4
2005-07-09 19:00:00+00:00,127,42,33,470,32.8,27,10.3,110.2,0.0,11.4
2005-07-09 20:00:00+00:00,2,2,2,0,31.7,30,0.0,119.0,0.0,12.0
2005-07-09 21:00:00+00:00,0,0,0,0,30.5,37,0.0,128.5,0.0,14.4
2005-07-09 22:00:00+00:00,0,0,0,0,29.3,39,0.0,140.0,0.0,13.8
2005-07-09 23:00:00+00:00,0,0,0,0,28.1,39,0.0,153.1,0.0,12.9
2005-07-10 00:00:00+00:00,0,0,0,0,27.1,44,0.0,-168.1,0.0,13.9
2005-07-10 01:00:00+00:00,0,0,0,0,26.0,47,0.0,-175.5,0.0,13.8
2005-07-10 02:00:00+00:00,0,0,0,0,24.9,50,0.0,-160.1,0.0,13.7
2005-07-10 03:00:00+00:00,0,0,0,0,24.3,51,0.0,-146.0,0.0,13.6
2005-07-10 04:00:00+00:00,0,0,0,0,23.7,49,0.0,-133.5,0.0,12.6
2005-07-10 05:00:00+00:00,0,0,0,0,23.3,53,0.0,-123.3,0.0,13.1
2005-07-10 06:00:00+00:00,23,23,20,0,23.5,53,5.0,-114.2,0.0,13.5
2005-07-10 07:00:00+00:00,216,99,106,419,24.9,50,16.2,-106.0,0.0,13.9
2005-07-10 08:00:00+00:00,410,77,294,712,26.3,48,27.9,-97.6,0.0,14.2
2005-07-10 09:00:00+00:00,597,109,514,763,27.6,40,39.8,-89.2,0.0,12.7
2005-07-10 10:00:00+00:00,756,149,705,773,28.8,39,51.7,-79.0,0.0,13.3
2005-07-10 11:00:00+00:00,874,186,848,772,29.9,37,63.1,-64.0,0.0,13.6
2005-07-10 12:00:00+00:00,948,201,935,783,30.8,33,72.4,-36.0,0.0,12.7
2005-07-10 13:00:00+00:00,967,196,958,799,31.5,33,74.8,13.5,0.0,13.2
2005-07-10 14:00:00+00:00,923,182,905,800,31.9,29,68.0,53.1,0.0,11.9
2005-07-10 15:00:00+00:00,825,156,787,794,32.1,28,57.3,72.4,0.0,11.4
2005-07-10 16:00:00+00:00,688,113,618,804,32.1,27,45.6,84.5,0.0,10.8
2005-07-10 17:00:00+00:00,510,82,405,773,31.7,27,33.6,93.6,0.0,10.6
2005-07-10 18:00:00+00:00,312,64,182,667,30.9,28,21.8,102.1,0.0,10.4
2005-07-10 19:00:00+00:00,125,43,33,460,29.9,29,10.3,110.2,0.0,9.9
2005-07-10 20:00:00+00:00,2,2,2,0,28.8,32,0.0,118.6,0.0,10.4
2005-07-10 21:00:00+00:00,0,0,0,0,27.7,38,0.0,128.4,0.0,11.9
2005-07-10 22:00:00+00:00,0,0,0,0,26.5,42,0.0,139.6,0.0,12.6
2005-07-10 23:00:00+00:00,0,0,0,0,25.3,46,0.0,153.1,0.0,12.7
2005-07-11 00:00:00+00:00,0,0,0,0,24.5,47,0.0,-168.1,0.0,12.6
2005-07-11 01:00:00+00:00,0,0,0,0,23.7,50,0.0,-175.5,0.0,12.6
2005-07-11 02:00:00+00:00,0,0,0,0,22.9,50,0.0,-160.1,0.0,12.0
2005-07-11 03:00:00+00:00,0,0,0,0,22.5,51,0.0,-146.0,0.0,12.0
2005-07-11 04:00:00+00:00,0,0,0,0,22.1,53,0.0,-133.5,0.0,11.9
2005-07-11 05:00:00+00:00,0,0,0,0,21.8,50,0.0,-123.2,0.0,11.0
2005-07-11 06:00:00+00:00,22,22,19,0,22.0,50,4.9,-114.1,0.0,11.1
2005-07-11 07:00:00+00:00,215,99,106,420,23.5,44,16.1,-105.6,0.0,10.4
2005-07-11 08:00:00+00:00,418,71,299,745,25.0,40,27.8,-97.5,0.0,10.4
2005-07-11 09:00:00+00:00,617,81,528,839,26.5,35,39.7,-89.2,0.0,10.0
2005-07-11 10:00:00+00:00,788,102,730,875,27.9,32,51.6,-78.5,0.0,9.5
2005-07-11 11:00:00+00:00,910,127,877,879,29.1,30,63.0,-63.5,0.0,9.6
2005-07-11 12:00:00+00:00,984,141,963,885,30.1,28,72.3,-35.6,0.0,9.9
2005-07-11 13:00:00+00:00,1001,142,983,891,30.9,27,74.7,13.4,0.0,9.7
2005-07-11 14:00:00+00:00,957,129,932,894,31.4,24,67.9,52.5,0.0,8.4
2005-07-11 15:00:00+00:00,861,108,816,895,31.7,23,57.3,72.3,0.0,8.2
2005-07-11 16:00:00+00:00,714,83,639,885,31.7,26,45.5,84.3,0.0,10.1
2005-07-11 17:00:00+00:00,526,71,418,824,31.3,27,33.6,93.5,0.0,10.3
2005-07-11 18:00:00+00:00,321,71,188,676,30.5,31,21.7,102.0,0.0,11.3
2005-07-11 19:00:00+00:00,128,51,40,435,29.4,35,10.3,110.1,0.0,12.4
2005-07-11 20:00:00+00:00,2,2,2,0,28.3,38,0.0,118.5,0.0,12.8
2005-07-11 21:00:00+00:00,0,0,0,0,27.2,50,0.0,128.3,0.0,15.9
2005-07-11 22:00:00+00:00,0,0,0,0,26.1,51,0.0,139.5,0.0,15.3
2005-07-11 23:00:00+00:00,0,0,0,0,25.1,53,0.0,153.0,0.0,15.0
2005-07-12 00:00:00+00:00,0,0,0,0,24.3,56,0.0,-168.0,0.0,15.1
2005-07-12 01:00:00+00:00,0,0,0,0,23.5,58,0.0,-175.5,0.0,14.9
2005-07-12 02:00:00+00:00,0,0,0,0,22.7,61,0.0,-160.1,0.0,14.9
2005-07-12 03:00:00+00:00,0,0,0,0,22.3,67,0.0,-145.6,0.0,15.8
2005-07-12 04:00:00+00:00,0,0,0,0,21.9,74,0.0,-133.4,0.0,17.0
2005-07-12 05:00:00+00:00,0,0,0,0,21.6,79,0.0,-123.2,0.0,17.8
2005-07-12 06:00:00+00:00,21,21,19,0,21.8,81,4.8,-114.1,0.0,18.5
2005-07-12 07:00:00+00:00,207,101,105,382,23.2,74,16.0,-105.5,0.0,18.2
2005-07-12 08:00:00+00:00,405,82,293,694,24.6,67,27.7,-97.4,0.0,18.1
2005-07-12 09:00:00+00:00,599,101,517,780,26.1,56,39.6,-89.1,0.0,16.6
2005-07-12 10:00:00+00:00,768,126,717,819,27.4,52,51.5,-78.5,0.0,16.7
2005-07-12 11:00:00+00:00,892,151,868,833,28.6,48,62.9,-63.4,0.0,16.4
2005-07-12 12:00:00+00:00,961,173,952,827,29.6,43,72.1,-35.5,0.0,15.6
